Nombre de la Lista,Lista de Precios Base,,,
Moneda,Peso Chileno,,,
,,,,
Tipo de producto,Código Barras,SKU,Variante,Precio Venta
BOTILLERIA,5011013100132,CD750132,CREMA DE LICOR BAILEYS 750CC,"22.990,00"
HIGIENE Y CUIDADO PERSONAL,7891024000427,CD600427,CREMA DENTAL COLGATE FRESA 60G,"2.290,00"
HIGIENE Y CUIDADO PERSONAL,7509546651057,CD901057,CREMA DENTAL COLGATE LUMINOUS WHITE 90G,"4.390,00"
HIGIENE Y CUIDADO PERSONAL,7891024123188,CD103188,CREMA DENTAL COLGATE MAXWHITE 102G,"3.190,00"
HIGIENE Y CUIDADO PERSONAL,7891024131909,CD501909,CREMA DENTAL COLGATE TRIPLE ACCION 50G,790
HIGIENE Y CUIDADO PERSONAL,7509546000985,CD750985,CREMA DENTAL COLGATE TRIPLE ACCION 75ML,"1.690,00"
HIGIENE Y CUIDADO PERSONAL,7891024034095,CD604095,CREMA DENTAL NIÑOS COLGATE FRESANTASTICO 60G,"1.890,00"
HIGIENE Y CUIDADO PERSONAL,7500435176484,CD406484,CREMA DENTAL ORAL-B CARBON 40G,"1.490,00"
HIGIENE Y CUIDADO PERSONAL,8720181156250,CD756250,CREMA DENTAL PEPSODENT INTEGRAL18 LIMP 75ML,"3.390,00"
HIGIENE Y CUIDADO PERSONAL,8720181156243,CD756243,CREMA DENTAL PEPSODENT INTEGRAL18 SAL 75ML,"3.390,00"
HIGIENE Y CUIDADO PERSONAL,7891150098190,CD756267,CREMA DENTAL PEPSODENT INTREGRAL18 SENS 75ML,"3.390,00"
HIGIENE Y CUIDADO PERSONAL,7805000180881,CD130881,CREMA DENTAL XTRA WHITENING PEPSODENT 130G,"2.590,00"
HIGIENE Y CUIDADO PERSONAL,8002990292139,CD102139,CREMA DEPILATORIA VEET 100ML,"7.990,00"
BEBES,7800018120096,CH200096,CREMA HIPOGLOS 20G,"5.390,00"
DESPENSA,7802920777283,CL207283,CREMA LECHE BATIDA COLUN 200ML,"1.590,00"
LACTEOS,7802920002545,CRLE202545,CREMA LECHE BATIDA COLUN LIGHT 200ML,"1.690,00"
FARMACIA,7800004002511,74673260682383,CREMA LECHUGA ANTIEDAD,"2.490,00"
HIGIENE Y CUIDADO PERSONAL,7800004000937,CRLE110937,CREMA LECHUGA SOFT 110ML,"4.590,00"
DESPENSA,7802950004571,CM794571,CREMA MAGGI CHOCLO 79G,790
DESPENSA,7613035722958,CM642958,CREMA MAGGI ESPARRAGOS 64G,890
DESPENSA,7802950006735,CM686735,CREMA MAGGI ESPARRAGOS 68G,890
DESPENSA,7802950006766,74675492263431,CREMA MAGGI SABOR POLLO 72G,690
LIMPIEZA,8690637509476,CC459476,CREMA MULTIUSO CIF 450G,"1.990,00"
LIMPIEZA,7791290792500,CM752500,CREMA MULTIUSO CIF 750G,"2.990,00"
LIMPIEZA,7791290795235,CM685235,CREMA MULTIUSO CIF 680G,"2.490,00"
HIGIENE Y CUIDADO,4005808315680,CN1225680,CREMA NIVEA MILK NUTRITIVA 122G,"3.290,00"
USAMARKET,4008400404127,CN754127,CREMA NUTELLA AVELLANAS 750GR,"12.990,00"
DULCES Y CHOCOLATES,062020050526,CN520526,CREMA NUTELLA&GO 52G,"2.790,00"
HIGIENE Y CUIDADO PERSONAL,7500435209823,CP159823,CREMA PARA AFEITAR SATINCARE 150ML,"6.190,00"
HIGIENE Y CUIDADO,7500435253062,CP153062,CREMA PARA PEINAR HERBAL ESSENCES LAVANDA RIZOS DEFINIDOS 150ML,"3.990,00"
HIGIENE Y CUIDADO,7500435253048,CP153048,CREMA PARA PEINAR HERBAL ESSENCES SUVIDAD ROSA MOSQUETA 150ML,"3.990,00"
HIGIENE Y CUIDADO,7702006301565,CP301565,CREMA PARA PEINAR SEDAL CELULAS MADRES VEGETALES 300ML,"3.790,00"
HIGIENE Y CUIDADO,7891150040175,CS300175,CREMA PARA PEINAR SEDAL RESTAURACION 300ML,"3.790,00"
DESPENSA,7808704200077,CP400077,CREMA PASTELERA DELICE 400GR,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7702035435989,CP205989,CREMA PIEL NORMAL LUBRIDERM 200ML,"6.390,00"
CANDYLAND,5410126116953,CRUNBILO406953,CREMA UNTABLE BISCOFF LOTTUS 400G,"8.990,00"
LACTEOS,7802910008267,CV208267,CREMA VEGETAL LONCOLECHE 200ML,"1.890,00"
LACTEOS,7804671930351,CV2000351,CREMA VILAY CLASICA 200ML,"1.790,00"
CONGELADOS,7809611706973,CD106973,CROQUETAS DE POLLO SUPER POLLO 100G,890
SNACKS,7802420010361,CH2000361,CRUNCHIS HORNEADOS TUBOS SABOR QUESO 200GR,"2.290,00"
SNACKS,7802420007347,CM237347,CRUNCHIS MANI 230G,"2.190,00"
SNACKS,7802420010378,CRMAPOPO20,CRUNCHIS MARCO POLO POP'S 200G,"2.290,00"
SNACKS,7802420010354,CRMAPOQU200354,CRUNCHIS MARCO POLO QUESO 200G,"2.290,00"
SNACK,7802420010323,CRMAPOSUDEMA0323,CRUNCHIS MARCO POLO SUFLES DE MANI,"2.290,00"
SNACKS,7802420008122,CP228122,CRUNCHIS POPS TUTTI FRUTI 220G,"2.290,00"
SNACKS,7802420010347,CRSUDEPA200347,CRUNCHIS SUFLE DE PAPA 200G,"2.290,00"
SNACKS,7802420008092,CS228092,CRUNCHIS SUFLE DE PAPA 220G,"2.190,00"
SNACKS,7802420008108,CS228108,CRUNCHIS SUFLES QUESO 220G,"2.190,00"
SNACKS,7802420008115,CT228115,CRUNCHIS TUBOS QUESO 220G,"2.190,00"
BEBIDAS,7801620330132,CN0132,CRUSH NORMAL LATA 350CC,"1.190,00"
BEBIDAS,7801620330248,CO2L0248,CRUSH ORANGE 2L,"2.490,00"
CANDYLAND,078000014006,CRPE354006,CRUSH PEACH 355ML,"1.990,00"
BEBIDAS,7801620853204,CZ3204,"CRUSH ZERO 1,5L","2.190,00"
BEBIDAS,7801620853181,CZ3181,CRUSH ZERO LATA 350CC,"1.190,00"
BEBIDAS,7801620853198,CZ2L3198,CRUSH ZERO  2L,"2.790,00"
MENAJE Y LIBRERIA,7806505018211,CT108211,CUADERNO TORRE UNIVERSITARIO 100H,"2.890,00"
MENAJE Y LIBRERIA,7806505971622,CU101622,CUADERNO UNIVERSITARIO CLASICO LOTUS 100H,"2.890,00"
MENAJE Y LIBRERIA,7806505055391,CU105391,CUADERNO UNIVERSITARIO FAUNA 100H,"2.890,00"
MENAJE Y LIBRERIA,7806505054004,CU1U4004,CUADERNO UNIVERSITARIO MATEMATICA COLON 1U,"1.790,00"
MENAJE Y LIBRERIA,7806505018266,CU108266,CUADERNO UNIVERSITARIO TORRE ANIMAL PETS 100H,"2.890,00"
PASTELERIA,77634695267937,CD17937,CUADRITO DE HOJALDRE 1U,"1.200,00"
MENAJE Y LIBRERIA,6952006460781,CE6P0781,CUBRE ENCHUFES PARENTS CHOICE 6P,"3.190,00"
MENAJE Y LIBRERIA,7805475005566,CB205566,CUCHARA BIO ELY 20U,"3.390,00"
MENAJE Y LIBRERIA,1234513,CS124513,CUCHARA SOPERA 12U,"4.990,00"
MENAJE Y LIBRERIA,1234514,CT124514,CUCHARA TE 12U,"4.990,00"
MENAJE Y LIBRERIA,6094622067279,CD107279,CUCHARAS DE MADERA COTILLON&CARNAVAL 10U,"2.290,00"
MENAJE Y LIBRERIA,7805475005542,CB205542,CUCHILLO BIO ELY 20U,"3.390,00"
FERRETERIA,7804628247549,CC1U7549,CUCHILLO CARTONERO + RASPADOR HT 1U,"2.190,00"
FERRETERIA,7800155165981,CP1U5981,CUCHILLOS PARA CARNE 1U,"11.490,00"
PASTELERIA,72989090843728,CBBL123,CUCHUFLI BAÑADO BLANCO,"1.700,00"
PASTELERIA,72989092987907,CBCDL123,CUCHUFLI BAÑADO CHOCOLATE DE LECHE,"1.700,00"
GALLETAS,73781050565841,CUBA4U,CUCHUFLI BARQUILLO 4U,"1.000,00"
DULCES Y CHOCOLATES,7802245000837,CB30837,CUCHUFLI BITTER SIN AZUCAR 3U,"2.590,00"
DULCES Y CHOCOLATES,7802245000783,CB30783,CUCHUFLI ENTRELAGOS CHOCOLATE BLANCO 3U,"2.590,00"
DULCES Y CHOCOLATES,7802245000882,CE30882,CUCHUFLI ENTRELAGOS MANJAR 57% CACAO 3U,"2.490,00"
PASTELERIA,7809513017115,CC827115,CUCHUFLIES CLARISA DE CURCAVI 82GR,"3.000,00"
DESPENSA,7802410004332,CM100,CURCUMA MOLIDA GOURMET 100GR,"4.190,00"
DESPENSA,7802420004773,CE154773,CURRY EN POLVO 15GR,390
DESPENSA,7802575031181,CUCA251181,CUSCUS CAROZZI 250G,"2.590,00"
HELADOS,7613035407145,D21U7145,DANKY 21 1U,"2.300,00"
HELADOS,7613035421592,DS1U1592,DANKY SAHNE- NUSS 1U,"2.300,00"
HELADOS,8445291971431,DV7U1431,DANKY VAINILLA Y CHOCOLATE 1U,"2.300,00"
SNACKS,7802000015168,DT125168,DE TODITO 120GR,"1.390,00"
SNACKS,7802000018251,DT2208251,DE TODITO DULCE 220GR,"3.590,00"
SNACKS,7802000020261,DT295182,DE TODITO EVERCRIPS ORIGINAL 275G,"3.490,00"
SNACK,7802000020278,DT270278,DE TODITO EVERCRIPS SABOR QUESO 275G,"3.490,00"
SNACKS,7802000016448,DT126448,DE TODITO ORIGINAL 120G,"1.690,00"
SNACKS,7802000015199,DT295199,DE TODITO QUESO EVERCRISP 290G,"3.590,00"
DESPENSA,7802410101819,DM101819,DECORACION MULTICOLOR 100G,"1.590,00"
PASTELERIA,77634703254093,DD14093,DELICIA DE MANJAR O MERMELADA 1U,"1.300,00"
PASTELERIA,7803495004569,DD4U4569,DELICIAS DE DAMASCO PULMAHUE 4 UNIDADES,"3.290,00"
PASTELERIA,7803495002213,DF4U2213,DELICIAS DE FRAMBUESA PULMAHUE 4 UNIDADES,"3.290,00"
MASCOTAS,7797453971836,DP3U1836,DENTASTIX PEDIGREE TRIPLE ACCION MEDIANO 3U,"1.690,00"
MASCOTAS,7797453971843,DP7U1843,DENTASTIX PEDIGREE TRIPLE ACCION MEDIANO 7U,"3.190,00"
MASCOTAS,7896029052334,DP7U2334,DENTASTIX PEDIGREE TRIPLE ACCION PEQUEÑO 7U,"2.890,00"
MASCOTAS,7797453973458,DR3U3458,DENTASTIX RAZA GRANDE 3U,"3.090,00"
MASCOTAS,7896029052327,DR3U2327,DENTASTIX RAZA PEQUEÑO 3U,"1.390,00"
LACTEOS,7802920011219,DECO301219,DESAYUNOW COLUN 330ML CHOCOLATE,"1.690,00"
LACTEOS,7802920011226,DECO301226,DESAYUNOW COLUN 330ML MANZANA,"1.590,00"
LIMPIEZA,7790990003039,DEMA503039,DESENGRASANTE MAGISTRAL 500ML,"3.390,00"
LIMPIEZA,7805040000705,DI360705,DESINFECTANTE IGENIX LAVANDA 360ML,"3.790,00"
LIMPIEZA,7805040004208,DI484208,DESINFECTANTE IGENIX TRADICIONAL 480CC,"4.490,00"
LIMPIEZA,7805040001016,DI361016,DESINFECTANTE IGENIX TRADICIONAL  360ML,"3.790,00"
LIMPIEZA,7805040000699,DI360699,DESINFECTANTE IGENIX VAINILLA 360ML,"3.790,00"
HIGIENE Y CUIDADO PERSONAL,7509546004471,DELASPSTWIFR454471,DESODORANT LADY SPEED STICK WILD FREESIA 45G,"5.590,00"
LIMPIEZA,7805040000613,DA220613,DESODORANTE AMBIENTAL AROM LLUVIA DE FLORES 225G,"2.190,00"
LIMPIEZA,7793253004248,DA364248,DESODORANTE AMBIENTAL BRISA PRIMAVERA POETT 360ML,"2.690,00"
LIMPIEZA,7790520998293,DA368293,DESODORANTE AMBIENTAL CAR. ALGODON GLADE 360CC,"3.290,00"
LIMPIEZA,7793253004323,DA364323,DESODORANTE AMBIENTAL ESPIRITU JOVEN POETT 360ML,"2.190,00"
LIMPIEZA,7793253004231,DA364231,DESODORANTE AMBIENTAL LAVANDA POETT 360ML,"2.690,00"
LIMPIEZA,7790520996138,DA1U6138,DESODORANTE AMBIENTAL LIMON GLADE 1U,"7.090,00"
LIMPIEZA,7790520998248,DA368248,DESODORANTE AMBIENTAL MAÑANA DE CAMPO GLADE 360CC,"3.290,00"
LIMPIEZA,7793253004279,DA364279,DESODORANTE AMBIENTAL SOLO PARA TI POETT 360ML,"2.690,00"
HIGIENE Y CUIDADO PERSONAL,7804900632506,DA302506,DESODORANTE ANTITRANSPIRANTE ETIQUET 30G,"3.190,00"
HIGIENE Y CUIDADO PERSONAL,7804900632452,DEANETWO602452,DESODORANTE ANTITRANSPIRANTE ETIQUET WOMEN 60G,"6.090,00"
HIGIENE Y CUIDADO PERSONAL,7791293049489,DA159489,DESODORANTE ANTITRANSPIRANTE REXONA 150ML,"4.790,00"
HIGIENE Y CUIDADO PERSONAL,7791293043739,DA153814,DESODORANTE AXE APOLLO 152ML,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,7791293043746,DA143746,DESODORANTE AXE BLACK ANTITRANSPIRANTE SPRAY 142ML,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7791293044040,DA144040,DESODORANTE AXE BPEACE EN SECO SPRAY 142ML,"3.890,00"
HIGIENE Y CUIDADO PERSONAL,7791293043722,DA143722,DESODORANTE AXE DARK SPRAY 142ML,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7791293043791,DA153791,DESODORANTE AXE MARINE 150ML,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,7791293043814,DA143814,DESODORANTE AXE MARINE SPRAY 142ML,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7791293043807,DA153807,DESODORANTE AXE MUSK 150ML,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,75046224,DB456224,DESODORANTE BARRA DOVE MEN CARE INVISIBLE DRY 45G,"4.790,00"
HIGIENE Y CUIDADO PERSONAL,75076696,DB456696,DESODORANTE BARRA DOVE MEN CARE PROTECCION TOTAL 45G,"4.790,00"
HIGIENE Y CUIDADO PERSONAL,75076702,DB456702,DESODORANTE BARRA DOVE MEN CARE SPORT FRESH 45G,"4.790,00"
HIGIENE Y CUIDADO PERSONAL,75062859,DB452859,DESODORANTE BARRA DOVE TONO UNIFORME COCO 45G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7791293048529,DD158529,DESODORANTE DOVE ANTITRANSPIRANTE INVISIBLE DRY 150ML,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,75068493,DD508493,DESODORANTE DOVE BARRA NUTRITIVE MATCHA Y FLOR DE SAKURA 50G,"3.890,00"
HIGIENE Y CUIDADO PERSONAL,75062835,DD452835,DESODORANTE DOVE BARRA ORIGINAL 45G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,75062828,DD452828,DESODORANTE DOVE EN BARRA TONO UNIFORME CALENDULA 45GR,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293048505,DD158505,DESODORANTE DOVE GO FRESH 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,75062842,DOIN452842,DESODORANTE DOVE INVISIBLE DRY 45G,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293048000,DD158000,DESODORANTE DOVE MEN CARE 72H  150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,75031060,DD501060,DESODORANTE DOVE MEN CARE CUIDADO TOTAL 50G,"4.690,00"
HIGIENE Y CUIDADO PERSONAL,7791293048017,DD158017,DESODORANTE DOVE MEN CARE EXTRA FRESH 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293022819,DN152819,DESODORANTE DOVE MEN CARE INVISIBLE DRY 150ML,"5.190,00"
HIGIENE Y CUIDADO PERSONAL,7791293048468,DD158468,DESODORANTE DOVE ORIGINAL 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293033273,DD153273,DESODORANTE DOVE SENSITIVE 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7506306241183,DD151183,DESODORANTE DOVE SPRAY 150ML,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7791293043821,DE153821,DESODORANTE EN AEROSOL BLACK AXE 152ML,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,7791293041148,DE151148,DESODORANTE EN AEROSOL FREESTYLE AXE 152ML,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,75038687,DE508687,DESODORANTE EN BARRA MEN XTRA COOL REXONA 50ML,"4.690,00"
HIGIENE Y CUIDADO PERSONAL,7501035907577,DE507577,DESODORANTE EN BARRA SPEED STICK CLASSIC 50G,"5.790,00"
HIGIENE Y CUIDADO PERSONAL,7791293045108,DM155108,DESODORANTE MEN XTRACOOL REXONA 150CC,"3.790,00"
HIGIENE Y CUIDADO PERSONAL,4005900036711,DN156711,DESODORANTE NIVEA MEN BLACK& 150ML,"4.690,00"
HIGIENE Y CUIDADO PERSONAL,4005808837311,DN157311,DESODORANTE NIVEA PEARL BEAUTY 48HRS 150ML,"4.690,00"
HIGIENE Y CUIDADO,7501001163983,DO503983,DESODORANTE OLD SPICE FRESH 50G,"2.590,00"
HIGIENE Y CUIDADO PERSONAL,7501001309060,DO509060,DESODORANTE OLD SPICE VIP EN BARRA 50GR,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7804910019434,DP809434,DESODORANTE PIES BROOKS 80G,"2.990,00"
HIGIENE Y CUIDADO PERSONAL,7804902027294,DP807294,DESODORANTE PIES BROOKS 80G,"2.990,00"
HIGIENE Y CUIDADO PERSONAL,7805000784027,DP504027,DESODORANTE POWDER DRY REXONA 50G,"4.090,00"
HIGIENE Y CUIDADO PERSONAL,7791293032443,DR152443,DESODORANTE REXONA ACTIVE EMOCION 150ML,"4.690,00"
HIGIENE Y CUIDADO PERSONAL,75029982,DR509982,DESODORANTE REXONA ACTIVE EMOTION BARRA 50G,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293049465,DR159465,DESODORANTE REXONA ANTITRANSPIRANTE MEN SPRAY 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,78004498,DR504498,DESODORANTE REXONA BAMBOO & ALOE VERA BARRA 50G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7506306214972,DR154971,DESODORANTE REXONA CLINICAL CLEAN SPRAY 150ML,"7.490,00"
HIGIENE Y CUIDADO PERSONAL,7791293022635,DR152635,DESODORANTE REXONA HOMBRE INVISIBLE 72HRS DE PROTECCION 150ML,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,75028978,DR508978,DESODORANTE REXONA INVISIBLE BARRA 50G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,75053475,DR503475,DESODORANTE REXONA INVISIBLE EN BARRA 50G,"4.790,00"
HIGIENE Y CUIDADO PERSONAL,079400300546,DEREMECLI3X0546,DESODORANTE REXONA MEN CLINICAL 3X,"8.390,00"
HIGIENE Y CUIDADO PERSONAL,75024956,DR504956,DESODORANTE REXONA V8 BARRA  50G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7791293049526,DR159526,DESODORANTE REXONA WOMAN INVISIBLE SPRAY 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7791293049601,DEREXT72159601,DESODORANTE REXONA XTRACOOL 72HR 150ML,"4.990,00"
HIGIENE Y CUIDADO PERSONAL,7500435129374,DS459374,DESODORANTE SECRET GEL ALGODON 45GR,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7500435213417,DS453417,DESODORANTE SECRET GEL COCONUT 45GR,"4.490,00"
HIGIENE Y CUIDADO,7500435129367,DS459367,DESODORANTE SECRET GEL LAVANDA 45GR,"4.490,00"
HIGIENE Y CUIDADO PERSONAL,7500435156356,DS456356,DESODORANTE SECRET GEL VAINILLA 45GR,"4.490,00"
FARMACIA,7500435143196,DS453196,DESODORANTE SECRET PH BALANCED LAVANDER 45G,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7500435143189,DESEPOPRCO3189,DESODORANTE SECRET POWDER PROTET COTTON,"4.890,00"
HIGIENE Y CUIDADO PERSONAL,7509546063676,DS913676,DESODORANTE SPEED STIK 91GR,"5.590,00"
HIGIENE Y CUIDADO PERSONAL,7509546063645,DESPSPSTX5913645,DESODORANTE SPRAY SPEED STICK X5 91G,"5.590,00"
HIGIENE Y CUIDADO PERSONAL,7791293041773,DW151773,DESODORANTE WOMEN POWDER DRY REXONA 150CC,"3.790,00"
HIGIENE Y CUIDADO,7791293051796,DD551796,DESODORATE DOVE MEN CARE CLINICAL 96HR 55ML,"2.290,00"
LIMPIEZA,7791290792043,DA502043,DETERGENTE ALA (OMO) LIQUIDO PARA DILUIR 500ML,"7.190,00"
LIMPIEZA,7500435244077,DEAR704077,DETERGENTE ARIEL CONCENTRADO 700ML,"6.690,00"
LIMPIEZA,7500435195485,DA405485,DETERGENTE ARIEL DOBLE PODER 400G,"2.690,00"
LIMPIEZA,7500435111287,DA801287,DETERGENTE ARIEL DOWNY 800G,"3.590,00"
LIMPIEZA,7500435172035,DA802035,DETERGENTE ARIEL LIQUIDO DOBLE PODER 800ML,"8.790,00"
LIMPIEZA,7500435111270,DA4001270,DETERGENTE ARIEL ROPA BLANCA Y COLOR 400GR,"2.090,00"
LIMPIEZA,6902088981179,DD11179,DETERGENTE DRIVE EXPERT CONCENTRADO 1L,"4.990,00"
LIMPIEZA,7500435120623,DL400623,DETERGENTE LIQUIDO ARIEL 400ML,"1.290,00"
LIMPIEZA,7500435160544,DL180544,"DETERGENTE LIQUIDO DOBLE PODER ARIEL 1,8L","15.490,00"
LIMPIEZA,7805000323660,DL455167,DETERGENTE LIQUIDO OMO 450ML,"1.990,00"
LIMPIEZA,7791290007024,DL3L7024,DETERGENTE LIQUIDO OMO 3L,"15.690,00"
LIMPIEZA,7805000182229,DL3L2229,DETERGENTE LIQUIDO OMO CON SOFT ALOE VERA 3L,"15.690,00"
LIMPIEZA,7805045002223,DL12223,DETERGENTE LIQUIDO POPEYE HIPOALERGENICO 1L,"6.990,00"
LIMPIEZA,7805045000205,DL800205,DETERGENTE LÍQUIDO POPEYE HIPOALERGENICO 800ML,"4.790,00"
LIMPIEZA,7790990003664,DM5003664,DETERGENTE MAGISTRAL 500ML,"5.590,00"
LIMPIEZA,7805000324247,DO804247,DETERGENTE OMO ALOE VERA EN POLVO 800GR,"5.390,00"
LIMPIEZA,7805000313616,DEOMCOALVE403616,DETERGENTE OMO CONCENTRADI ALOE VERA 400G,"2.190,00"
LIMPIEZA,7805000313777,DO403777,DETERGENTE OMO LAVADO A MANO 400G,"1.790,00"
LIMPIEZA,7891150067707,DO507707,DETERGENTE OMO LIQUIDO PARA DILUIR 500ML,"7.190,00"
LIMPIEZA,7791290791466,DO501466,DETERGENTE OMO LIQUIDO PIEL SENSIBLE 500ML,"8.390,00"
LIMPIEZA,7805000323677,DO403677,DETERGENTE OMO LIQUIDO ULTRA POWER DOYPACK 400ML,"2.890,00"
LIMPIEZA,7805000313722,DO403722,DETERGENTE OMO MATIC 400G,"1.790,00"
LIMPIEZA,7805000313715,DO803715,DETERGENTE OMO MATIC 800G,"3.590,00"
LIMPIEZA,7805045000120,DP30120,DETERGENTE POPEYE LIQUIDO 3L,"16.990,00"
LIMPIEZA,7805000324032,DEQUCO204032,DETERGENTE QUIX ULTRA CONCENTRADO 200ML,"1.990,00"
DESPENSA,7801534003184,DC403184,DEYCO COCONUT 400ML,"3.390,00"
DESPENSA,7804627650647,DB220647,DIP BUKA TARTARA 220GR,"3.290,00"
DESPENSA,7804627650449,DB220449,DIP BUKA UNTABLE DE AJO 220GR,"3.290,00"
DESPENSA,7804627650456,DB220456,DIP BUKA UNTABLE DE QUESO 220GR,"3.290,00"
DESPENSA,7804627650463,DB220463,DIP BUKA UNTABLE YOGHUT CIBOULETTE 220GR,"3.290,00"
DESPENSA,7803111003051,DU223051,DIP UNTABLE ALCACHOFA ESPINACA & QUESO PERFECT CHOICE 220G,"4.390,00"
SALUD,7800004261512,DL1U1512,DISFRUTA LIMON 1U,600
SALUD,7800004261505,DC1U1505,DISFTUTA CLASICO 1U,600
MENAJE Y LIBRERIA,7702147247791,D66U7791,DISPLAY 6 COPAS VINO VERSALLES 6U,"6.290,00"
PANADERIA,1234549,DB1U4549,DOBLADITA BREDEN MASTER 1U,"2.400,00"
DESPENSA,8445291239173,DC189173,DOBLE CHOCA MOKA INSTANTANEO NESCARFE 8U 184G,"5.190,00"
DESPENSA,7613033527180,DC147180,DOBLE CHOCA MOKA NESCAFE 8U 140G,"5.490,00"
DULCES Y CHOCOLATES,7802215303036,D13036,DOBLON 16G,290
DESPENSA,8445290950789,DG6U0789,DOLCE GUSTO NESCAFE 6U,"4.990,00"
JUEGOS,73781163353693,DOMI1U,DOMINO 1U,"3.990,00"
JUEGOS,73781160405208,DOCA1U,DOMINO CAJA DE MADERA 1U,"6.990,00"
JUEGOS,1210888304766,DOMA4766,DOMINO MADERA,"7.990,00"
PASTELERIA,1234531,DD1U4531,DONA DE CHOCOLATE 1U,"1.290,00"
PASTELERIA,1234530,DF1U4530,DONA FRAMBUESA 1U,"1.290,00"
PASTELERIA,1234562,DR1U4562,DONUT RELLENO DE AVELLANA 1U,"1.290,00"
PASTELERIA,1234544,DV1U4544,DONUT VAINILLA BREDENMASTER 1U,"1.290,00"
SNACKS,7802000020247,DS1800247,DORITO SWEET CHILI 180GR,"2.590,00"
SNACKS,7802000019449,DO249449,DORITOS 240G 240G,"3.360,00"
SNACKS,7802000015748,DOBO105748,DORITOS BOLSAZA 100G,"1.690,00"
SNACKS,7802000017186,DD207186,DORITOS DE QUESO 200G,"2.390,00"
SNACKS,7802000017094,DD147094,DORITOS DE QUESO 140G,"2.290,00"
SNACKS,7802000020186,DD280186,DORITOS DE QUESO 285G,"3.990,00"
SNACKS,7802000020179,DD2400179,DORITOS DE QUESO MAS INTENSO 240GR,"3.190,00"
SNACKS,7802000020872,DS180872,DORITOS SWICH SABOR CREMA Y CEBOLLA 180GR,"2.590,00"
JUGOS,7804675850006,DK330006,DR KOMBU LIMA FRAMBUESA JENGIBRE 330CC,"2.590,00"
JUGOS,614143151804,DK331804,DR KOMBU MANZANA JENGIBRE 330CC,"2.590,00"
JUGOS,614143151811,DK331811,DR KOMBU MIX DE BERRIES 330CC,"2.590,00"
JUGOS,614143151828,DK331828,DR KOMBU ORIGINAL 330CC,"2.590,00"
BEBIDAS,07895308,DP355308,DR PEPPER CHERRY 355ML,"1.990,00"
CANDYLAND,07831504,DRPEOR351504,DR PEPPER ORIGINAL 355ML,"1.990,00"
BEBIDAS,7804675850037,DR350037,DR. KOMBU INFUSION MANZANA JENGIBRE 355ML,"2.990,00"
BEBIDAS,7804675850044,DR350044,DR. KOMBU INFUSION MIX DE BERRIES 355ML,"2.990,00"
BEBIDAS,7804675850051,DR350051,DR. KOMBU INFUSION ORIGINAL 355ML,"2.990,00"
DULCES Y CHOCOLATE,7802247022356,DA902356,DULCE DE ANIS MERELLO 90GR,"1.690,00"
DESPENSA,7791058010662,DL400662,DULCE DE LECHE MANFREY 400G,"3.190,00"
PASTELERIA,77634708680087,DD10087,DULCE DE MAICENA 1U,"1.600,00"
DESPENSA,7802810034052,DD504052,DULCE DE MEMBRILLO 500G,"2.590,00"
DESPENSA,7802810034045,DD254045,DULCE DE MEMBRILLO WATTS 250G,"1.190,00"
DULCES Y CHOCOLATE,7802247115355,DM905355,DULCE MERELLO CARAMELO ARTESANAL 90GR,"1.290,00"
DULCES Y CHOCOLATE,7802220230266,DS700266,DULCE SUNY 70GR,"1.190,00"
USAMARKET,96619881253,DU11253,DULCE USA 1U,590
DULCES Y CHOCOLATES,7802200134003,DF184003,DULCES FRUGELE 180G,"2.090,00"
